Age,Gender,Married,Tenure,Pay Rate,Pay Grade,Bonus,Compa-Ratio,Degree Level,Performance Level,Mentor,Mentee,Engagement Score,Communication-Before,Communication-After,Communication Training,Leadership-Before,Leadership-After,Leadership Development,Employee Referral,Headhunter,Job Fair,Social Media,Website,Interview Score,IQ,Management,HP,Target,Department_Executive Office,Department_IT/IS,Department_Production,Department_Sales,Mentoring Role_Mentee,Mentoring Role_Neither Mentor nor Mentee,Employee Source_Headhunter,Employee Source_Job Fair,Employee Source_Social Media,Employee Source_Website,Interviewer_Elisa Bramante,Interviewer_Janet King,Interviewer_Jennifer Zamora
44.1,2,2,8.2,24.75,2,6.1875,1.2870514820592824,3,4,1,2,3.8369863013698633,2.840653846153846,3.7496630769230768,2,,,,2,1,1,1,1,4.1,98,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
47,2,1,11.2,15,2,3,0.7800312012480499,2,3,1,2,3.473972602739725,2.4018076923076923,2.521898076923077,1,,,,1,1,1,1,2,3.4,136,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
45.1,2,2,13.2,15,2,2.25,0.7800312012480499,2,2,1,1,2.265296803652968,1.9230769230769231,1.903846153846154,1,,,,1,1,2,1,1,3.4,99,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
47.5,1,2,9.7,15.75,2,,0.8190327613104524,2,0,1,2,3.4374429223744287,,,,,,,1,1,1,1,2,2.4,109,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
37.5,1,1,8.2,19.75,2,,1.0270410816432658,2,0,1,2,3.4374429223744287,,,,,,,2,1,1,1,1,2.4,119,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
45.9,1,2,12.2,15,2,3,0.7800312012480499,2,3,1,2,3.5242009132420087,2.4127307692307687,2.533367307692308,1,,,,1,1,1,1,2,2.4,133,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
46.9,2,1,13.4,23.5,2,4.7,1.2220488819552782,3,3,1,1,2.474429224,2.4351538461538462,2.556911538461539,1,,,,1,1,1,1,2,4.1,133,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
57.4,2,2,10.2,20,2,2,1.0400416016640666,2,1,1,1,2.728310502,1.438423076923077,1.2945807692307694,1,,,,1,1,1,1,2,3.4,120,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
41.9,2,1,10.4,19,2,3.8,0.9880395215808632,2,3,1,2,3.4374429223744287,2.3635,2.481675,1,,,,1,1,1,1,2,3.4,129,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
45.8,1,2,11.7,22,2,3.3,1.1440457618304731,2,2,1,2,2.996803652968037,1.9035,1.8844650000000005,1,,,,1,1,2,1,1,2.4,97,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
38,1,1,12.5,16.75,2,3.35,0.8710348413936557,2,3,1,2,3.5333333333333328,2.3763076923076927,2.4951230769230768,1,,,,1,1,1,1,2,2.4,111,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
33.1,1,1,13.5,17,2,3.4000000000000004,0.8840353614144566,2,3,1,1,2.7789954337899543,2.367192307692308,2.4855519230769234,1,,,,1,1,1,1,2,2.4,116,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
50.3,2,1,9.9,21.25,2,4.25,1.1050442017680706,3,3,1,2,3.4146118721461187,2.3983076923076925,2.5182230769230767,1,,,,1,1,1,1,2,4.1,125,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
46.1,2,2,10.5,21,2,4.2,1.0920436817472698,3,3,1,2,3.4420091324200914,2.3860384615384613,2.5053403846153843,1,,,,2,1,1,1,1,4.1,148,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
41.1,2,1,12.5,17,2,2.55,0.8840353614144566,2,2,1,1,2.2333333333333334,1.8918076923076923,1.8728896153846155,1,,,,1,1,2,1,1,3.4,120,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
35.4,1,1,10.6,18,2,,0.9360374414976598,2,0,1,1,3.4374429223744287,,,,,,,2,1,1,1,1,2.4,102,1,,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
69.4,1,2,12.9,20,2,4,1.0400416016640666,3,3,1,1,2.7515981735159816,2.5399615384615384,2.666959615384616,1,,,,1,1,1,1,2,3.1,137,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
34.9,2,2,9.4,18,2,,0.9360374414976598,2,0,1,2,3.4374429223744287,,,,,,,1,1,2,1,1,3.4,125,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
38.3,1,1,12.6,23,2,4.6000000000000005,1.1960478419136764,3,3,1,2,3.5378995433789955,2.379346153846154,2.4983134615384617,1,,,,1,1,1,1,2,3.1,117,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
43.5,1,2,12.7,24,2,4.800000000000001,1.248049922,3,3,1,2,3.5424657534246577,2.407384615384616,2.5277538461538467,1,,,,1,1,1,1,2,3.1,97,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
39,2,1,9.5,19,2,,0.9880395215808632,2,0,1,2,3.4374429223744287,,,,,,,2,1,1,1,1,3.4,117,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
44.4,2,1,11.2,18,2,3.6,0.9360374414976598,2,3,1,2,3.473972602739725,2.3888076923076924,2.5082480769230773,1,,,,1,1,1,1,2,3.4,113,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
40.8,1,1,13.4,24,2,4.800000000000001,1.248049922,3,3,1,2,3.574429223744292,2.4046538461538463,2.524886538461539,1,,,,1,1,1,1,2,3.1,104,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
34,1,2,9.5,19,2,,0.9880395215808632,2,0,1,2,3.4374429223744287,,,,,,,1,1,2,1,1,2.4,113,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
54.4,1,1,12.9,22,2,,1.1440457618304731,3,0,1,1,3.4374429223744287,,,,,,,1,1,2,1,1,3.1,119,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
50.1,2,1,12.5,15,2,2.25,0.7800312012480499,2,2,1,1,2.2333333333333334,1.9373076923076924,1.9179346153846155,1,,,,1,1,2,1,1,3.4,96,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
44.4,1,1,10,16,2,4,0.8320332813312532,2,4,1,2,3.919178082191781,2.8698461538461535,3.788196923076924,2,,,,2,1,1,1,1,2.4,99,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
32.3,1,1,10.9,17,2,3.4000000000000004,0.8840353614144566,2,3,1,2,3.460273973,2.323192307692308,2.439351923076923,1,,,,1,1,1,1,2,2.4,125,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
55,2,1,13.2,16,2,4,0.8320332813312532,2,4,2,2,4.065296803652968,2.9720769230769237,4.547277692307692,2,,,,1,2,1,1,1,3.4,141,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
45.3,2,2,12.2,15,2,3,0.7800312012480499,2,3,1,2,3.5242009132420087,2.4102307692307687,2.530742307692308,1,,,,1,1,1,1,2,3.4,109,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
50,1,2,11.1,24,2,4.800000000000001,1.248049922,4,3,1,2,3.469406392694064,2.4147692307692306,2.535507692307692,1,,,,1,1,1,1,2,3.8,114,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
41.3,1,1,13.6,14,2,2.8000000000000003,0.7280291211648465,2,3,1,2,2.783561643835617,2.4102307692307687,2.530742307692308,1,,,,1,1,1,1,2,2.4,138,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
47.5,1,2,12.8,24,2,4.800000000000001,1.248049922,3,3,1,2,3.5515981735159814,2.4304615384615387,2.551984615384616,1,,,,1,1,1,1,2,3.1,113,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
42.1,2,2,12.4,21,2,4.2,1.0920436817472698,3,3,1,2,3.528767123287671,2.3952692307692307,2.515032692307692,1,,,,1,1,1,1,2,4.1,111,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
72.1,1,1,12.7,19.75,2,3.95,1.0270410816432658,2,3,1,2,2.742465753424657,2.5503846153846155,2.6779038461538462,1,,,,1,1,1,1,2,2.4,117,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
50.4,1,2,10.4,20,2,5,1.0400416016640666,3,4,1,2,3.9374429223744287,2.9065000000000003,3.836580000000001,2,,,,2,1,1,1,1,3.1,121,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
40.7,2,1,12.1,19,2,2.85,0.9880395215808632,2,2,1,2,3.015068493150685,1.884153846153846,1.8653123076923075,1,,,,1,1,1,2,1,3.4,126,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
33.7,1,1,11.1,16,2,3.2,0.8320332813312532,2,3,1,2,3.469406392694064,2.333269230769231,2.4499326923076925,1,,,,1,1,1,1,2,2.4,128,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
52,1,1,11.9,20,2,4,1.0400416016640666,3,3,1,2,3.5059360730593605,2.4375769230769238,2.5594557692307696,1,,,,1,1,1,1,2,3.1,95,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
58.5,1,1,11,21,2,4.2,1.0920436817472698,3,3,1,2,3.4648401826484014,2.456230769230769,2.579042307692308,1,,,,1,1,1,1,2,3.1,136,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
60.4,1,1,10.7,19,2,3.8,0.9880395215808632,2,3,1,2,3.451141552511415,2.461115384615385,2.584171153846154,1,,,,1,1,1,1,2,2.4,99,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
65.1,2,1,12.9,17,2,4.25,0.8840353614144566,2,4,2,2,3.2515981735159816,3.0184615384615388,3.8394830769230777,1,,,,2,1,1,1,1,3.4,143,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
38.4,1,1,13.7,21,2,,1.0920436817472698,3,0,1,1,3.4374429223744287,,,,,,,1,1,1,1,2,3.1,102,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
48.7,2,1,11,19,2,3.8,0.9880395215808632,2,3,1,2,3.4648401826484014,2.4067307692307693,2.527067307692308,1,,,,1,1,1,1,2,3.4,131,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
50.8,1,2,13,22,2,,1.1440457618304731,3,0,1,1,3.4374429223744287,,,,,,,1,1,2,1,1,3.1,125,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
54,1,1,13,24,2,4.800000000000001,1.248049922,3,3,1,2,2.756164383561644,2.4640000000000004,2.5872000000000006,1,,,,1,1,1,1,2,3.1,116,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
46.9,2,1,10.6,14,2,2.8000000000000003,0.7280291211648465,2,3,1,2,3.4465753424657537,2.391576923076923,2.5111557692307693,1,,,,1,1,1,1,2,3.4,116,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
44.6,2,2,13.7,21,2,4.2,1.0920436817472698,3,3,1,2,3.588127853881278,2.428269230769231,2.5496826923076927,1,,,,1,1,1,1,2,4.1,122,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
37.8,2,2,12.2,17,2,3.4000000000000004,0.8840353614144566,2,3,1,2,3.5196347031963464,2.370692307692308,2.4892269230769237,1,,,,1,1,1,1,2,3.4,108,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
45.7,1,1,13,19,2,3.8,0.9880395215808632,2,3,1,2,2.756164383561644,2.4225000000000003,2.5436250000000005,1,,,,1,1,1,1,2,2.4,106,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
42.9,2,1,13.6,15,2,,0.7800312012480499,2,0,1,1,3.4374429223744287,,,,,,,1,1,1,2,1,3.4,100,1,,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
43.5,1,1,13.2,15.25,2,,0.7930317212688506,2,0,1,1,3.4374429223744287,,,,,,,1,1,2,1,1,2.4,127,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
48.9,1,2,9.6,20,2,,1.0400416016640666,3,0,1,1,3.4374429223744287,,,,,,,1,1,1,1,2,3.1,108,1,,0,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
51.6,1,1,12.9,19,2,4.75,0.9880395215808632,3,4,2,2,3.2515981735159816,2.9509615384615384,3.753623076923077,1,,,,2,1,1,1,1,3.1,130,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
51.9,2,1,12,15,2,,0.7800312012480499,2,0,1,1,3.4374429223744287,,,,,,,1,1,2,1,1,3.4,117,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
38.2,1,1,10.7,17,2,3.4000000000000004,0.8840353614144566,2,3,1,2,3.451141552511415,2.3501153846153846,2.4676211538461543,1,,,,1,1,1,1,2,2.4,97,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
49.9,1,2,10.9,23,2,4.6000000000000005,1.1960478419136764,3,3,1,2,3.460273973,2.411192307692308,2.531751923076923,1,,,,1,1,1,1,2,3.1,97,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
46.8,1,2,13.3,20,2,3,1.0400416016640666,3,2,1,2,3.074429223744292,1.934653846153846,1.9153073076923075,1,,,,2,1,1,1,1,3.1,128,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
37.7,1,2,11.7,24,2,4.800000000000001,1.248049922,3,3,1,2,3.496803652968037,2.363,2.48115,1,,,,1,1,1,1,2,3.1,114,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
56.3,1,1,12.5,14,2,2.8000000000000003,0.7280291211648465,2,3,1,1,2.7333333333333334,2.4683076923076923,2.591723076923077,1,,,,1,1,1,1,2,2.4,118,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
48,1,1,9.5,20,2,,1.0400416016640666,3,0,1,2,3.4374429223744287,,,,,,,1,1,1,1,2,3.1,102,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
40.2,1,1,11.5,15,2,3,0.7800312012480499,2,3,1,2,3.4876712328767123,2.3724230769230767,2.4910442307692318,1,,,,1,1,1,1,2,2.4,94,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
35.4,2,1,13,18,2,3.6,0.9360374414976598,2,3,1,2,2.756164383561644,2.3710000000000004,2.4895500000000004,1,,,,1,1,1,1,2,3.4,102,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
41.5,2,1,11.5,22,2,4.4,1.1440457618304731,3,3,1,2,2.6876712328767125,2.3784230769230774,2.4973442307692317,1,,,,1,1,1,1,2,4.1,109,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
47.5,2,2,10.4,21,2,4.2,1.0920436817472698,3,3,1,2,3.4374429223744287,2.3915,2.5110750000000004,1,,,,1,1,1,1,2,4.1,127,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
57.3,1,1,11.5,15,2,3.75,0.7800312012480499,1,4,2,2,3.987671232876712,2.9579230769230773,4.525622307692308,2,,,,2,1,1,1,1,1.7,151,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
40.2,1,1,11.2,19,2,3.8,0.9880395215808632,2,3,1,2,3.473972602739725,2.3678076923076925,2.4861980769230767,1,,,,1,1,1,1,2,2.4,106,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
44,1,1,10.5,18.5,2,1.85,0.9620384815392616,2,1,1,1,1.6420091324200914,1.3755384615384616,1.2379846153846157,1,,,,1,1,1,1,2,2.4,97,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
47.8,2,2,11,16,2,4,0.8320332813312532,2,4,2,2,3.9648401826484014,2.9022307692307687,4.440413076923077,2,,,,2,1,1,1,1,3.4,130,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
44.8,2,1,10.6,22,2,3.3,1.1440457618304731,2,2,1,2,2.9465753424657537,1.8815769230769237,1.8627611538461537,1,,,,1,1,2,1,1,3.4,91,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
45.4,1,1,13.6,18,2,3.6,0.9360374414976598,2,3,1,1,2.788127853881279,2.432269231,2.5538826923076923,1,,,,1,1,1,1,2,2.4,142,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
36.5,2,1,13.7,24,2,3.6,1.248049922,2,2,1,1,2.288127853881279,1.8877692307692309,1.8688915384615383,1,,,,1,1,1,1,2,3.4,95,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
38.2,1,1,13.4,22,2,4.4,1.1440457618304731,3,3,1,2,2.774429223744292,2.391153846153846,2.5107115384615386,1,,,,1,1,1,1,2,3.1,118,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
51,1,2,14.4,17,2,3.4000000000000004,0.8840353614144566,2,3,1,2,3.6200913242009127,2.4710384615384613,2.5945903846153846,1,,,,1,1,1,1,2,2.4,120,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
36.6,2,1,13.2,18,2,3.6,0.9360374414976598,2,3,1,2,2.7698630136986298,2.381615384615385,2.500696153846154,1,,,,1,1,1,1,2,3.4,104,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
42.8,2,1,16.9,17,2,3.4000000000000004,0.8840353614144566,2,3,1,2,3.7342465753424654,2.4685,2.5919250000000003,1,,,,1,1,1,1,2,3.4,144,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
39.9,1,1,13.4,19,2,,0.9880395215808632,2,0,1,1,3.4374429223744287,,,,,,,1,1,1,2,1,2.4,97,1,,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
63.3,2,1,10.7,16,2,3.2,0.8320332813312532,2,3,1,2,3.451141552511415,2.4751153846153846,2.5988711538461544,1,,,,1,1,1,1,2,3.4,122,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
54,1,1,12,16,2,3.2,0.8320332813312532,2,3,1,1,2.410502283,2.449115384615385,2.571571153846154,1,,,,1,1,1,1,2,2.4,95,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
39.7,2,1,13,21,2,4.2,1.0920436817472698,3,3,1,2,2.756164383561644,2.393,2.5126500000000003,1,,,,1,1,1,1,2,4.1,142,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
42.2,2,1,13.4,20,2,4,1.0400416016640666,3,3,1,2,2.774429223744292,2.411153846153846,2.5317115384615385,1,,,,1,1,1,1,2,4.1,90,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
51.7,1,2,12.8,22,2,5.5,1.1440457618304731,3,4,2,2,4.0515981735159805,2.9514615384615386,4.515736153846154,2,,,,2,1,1,1,1,3.1,130,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
50.7,2,1,13.7,24,2,4.800000000000001,1.248049922,3,3,1,2,2.788127853881279,2.458769230769231,2.5817076923076927,1,,,,1,1,1,1,2,4.1,99,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
39.7,1,1,13.7,16,2,2.4,0.8320332813312532,2,2,1,1,2.288127853881279,1.9037692307692309,1.8847315384615384,1,,,,1,1,1,1,2,2.4,113,1,1,1,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
39.7,2,1,11.2,17,2,5.1,0.8840353614144566,3,5,2,2,4.4739726027397255,3.3648076923076924,5,2,,,,2,1,1,1,1,4.1,114,1,1,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
49.8,1,1,10.7,17,2,3.4000000000000004,0.8840353614144566,2,3,1,2,3.451141552511415,2.408115384615385,2.528521153846154,1,,,,1,1,1,1,2,2.4,116,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
37.5,2,1,13.5,18,2,3.6,0.9360374414976598,2,3,1,1,2.7789954337899543,2.389692307692308,2.5091769230769234,1,,,,1,1,1,1,2,3.4,105,1,1,2,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
56.3,1,1,8.2,20,2,,1.0400416016640666,3,0,1,2,3.4374429223744287,,,,,,,1,1,2,1,1,3.1,119,1,,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
49.8,2,1,15.7,21,2,4.2,1.0920436817472698,3,3,1,2,2.884018264840183,2.486076923076923,2.610380769230769,1,,,,1,1,1,1,2,4.1,130,1,1,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
36.2,1,2,10,21,2,4.2,1.0920436817472698,3,3,1,2,3.419178082191781,2.3293461538461537,2.445813461538461,1,,,,1,1,1,1,2,3.1,148,1,1,0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
